Name,Form,HP,Attack,Defense,Speed,Sp Attack,Sp Defense,BST,Types,Type1,Type2,Abilities,Ability1,Ability2,HiddenAbility,Generation,Evolutions
Regice,,80,50,100,50,100,200,580,Ice,Ice,,"Clear Body, None, Ice Body",Clear Body,None,Ice Body,3,
Registeel,,80,75,150,50,75,150,580,Steel,Steel,,"Clear Body, None, Light Metal",Clear Body,None,Light Metal,3,
Latias,,80,80,90,110,110,130,600,"Dragon, Psychic",Dragon,Psychic,"Levitate, None, None",Levitate,None,None,3,
Latias,Mega,80,100,120,110,140,150,700,"Dragon, Psychic",Dragon,Psychic,"Levitate, Levitate, Levitate",Levitate,Levitate,Levitate,3,
Latios,,80,90,80,110,130,110,600,"Dragon, Psychic",Dragon,Psychic,"Levitate, None, None",Levitate,None,None,3,
Latios,Mega,80,130,100,110,160,120,700,"Dragon, Psychic",Dragon,Psychic,"Levitate, Levitate, Levitate",Levitate,Levitate,Levitate,3,
Kyogre,,100,100,90,90,150,140,670,Water,Water,,"Drizzle, None, None",Drizzle,None,None,3,
Kyogre,Primal,100,150,90,90,180,160,770,Water,Water,,"Primordial Sea, Primordial Sea",Primordial Sea,Primordial Sea,,3,
Groudon,,100,150,140,90,100,90,670,Ground,Ground,,"Drought, None, None",Drought,None,None,3,
Groudon,Primal,100,180,160,90,150,90,770,"Ground, Fire",Ground,Fire,"Desolate Land, Desolate Land",Desolate Land,Desolate Land,,3,
Rayquaza,,105,150,90,95,150,90,680,"Dragon, Flying",Dragon,Flying,"Air Lock, None, None",Air Lock,None,None,3,
Rayquaza,Mega,105,180,100,115,180,100,780,"Dragon, Flying",Dragon,Flying,"Delta Stream, Delta Stream, Delta Stream",Delta Stream,Delta Stream,Delta Stream,3,
Jirachi,,100,100,100,100,100,100,600,"Steel, Psychic",Steel,Psychic,"Serene Grace, None, None",Serene Grace,None,None,3,
Deoxys,Normal,50,150,50,150,150,50,600,Psychic,Psychic,,"Pressure, None, None",Pressure,None,None,3,
Deoxys,Attack,50,180,20,150,180,20,600,Psychic,Psychic,,"Pressure, None, None",Pressure,None,None,3,
Deoxys,Defense,50,70,160,90,70,160,600,Psychic,Psychic,,"Pressure, None, None",Pressure,None,None,3,
Deoxys,Speed,50,95,90,180,95,90,600,Psychic,Psychic,,"Pressure, None, None",Pressure,None,None,3,
Turtwig,,55,68,64,31,45,55,318,Grass,Grass,,"Overgrow, None, Shell Armor",Overgrow,None,Shell Armor,4,Grotle (18)
Grotle,,75,89,85,36,55,65,405,Grass,Grass,,"Overgrow, None, Shell Armor",Overgrow,None,Shell Armor,4,Torterra (32)
Torterra,,95,109,105,56,75,85,525,"Grass, Ground",Grass,Ground,"Overgrow, None, Shell Armor",Overgrow,None,Shell Armor,4,
Chimchar,,44,58,44,61,58,44,309,Fire,Fire,,"Blaze, None, Iron Fist",Blaze,None,Iron Fist,4,Monferno (14)
Monferno,,64,78,52,81,78,52,405,"Fire, Fighting",Fire,Fighting,"Blaze, None, Iron Fist",Blaze,None,Iron Fist,4,Infernape (36)
Infernape,,76,104,71,108,104,71,534,"Fire, Fighting",Fire,Fighting,"Blaze, None, Iron Fist",Blaze,None,Iron Fist,4,
Piplup,,53,51,53,40,61,56,314,Water,Water,,"Torrent, None, Competitive",Torrent,None,Competitive,4,Prinplup (16)
Prinplup,,64,66,68,50,81,76,405,Water,Water,,"Torrent, None, Competitive",Torrent,None,Competitive,4,Empoleon (36)
Empoleon,,84,86,88,60,111,101,530,"Water, Steel",Water,Steel,"Torrent, None, Competitive",Torrent,None,Competitive,4,
Starly,,40,55,30,60,30,30,245,"Normal, Flying",Normal,Flying,"Keen Eye, None, Reckless",Keen Eye,None,Reckless,4,Staravia (14)
Staravia,,55,75,50,80,40,40,340,"Normal, Flying",Normal,Flying,"Intimidate, None, Reckless",Intimidate,None,Reckless,4,Staraptor (34)
Staraptor,,85,120,70,100,50,60,485,"Normal, Flying",Normal,Flying,"Intimidate, None, Reckless",Intimidate,None,Reckless,4,
Bidoof,,59,45,40,31,35,40,250,Normal,Normal,,"Simple, Unaware, Moody",Simple,Unaware,Moody,4,Bibarel (15)
Bibarel,,79,85,60,71,55,60,410,"Normal, Water",Normal,Water,"Simple, Unaware, Moody",Simple,Unaware,Moody,4,
Kricketot,,37,25,41,25,25,41,194,Bug,Bug,,"Shed Skin, None, Run Away",Shed Skin,None,Run Away,4,Kricketune (10)
Kricketune,,77,85,51,65,55,51,384,Bug,Bug,,"Swarm, None, Technician",Swarm,None,Technician,4,
Shinx,,45,65,34,45,40,34,263,Electric,Electric,,"Rivalry, Intimidate, Guts",Rivalry,Intimidate,Guts,4,Luxio (15)
Luxio,,60,85,49,60,60,49,363,Electric,Electric,,"Rivalry, Intimidate, Guts",Rivalry,Intimidate,Guts,4,Luxray (30)
Luxray,,80,120,79,70,95,79,523,Electric,Electric,,"Rivalry, Intimidate, Guts",Rivalry,Intimidate,Guts,4,
Cranidos,,67,125,40,58,30,30,350,Rock,Rock,,"Mold Breaker, None, Sheer Force",Mold Breaker,None,Sheer Force,4,Rampardos (30)
Rampardos,,97,165,60,58,65,50,495,Rock,Rock,,"Mold Breaker, None, Sheer Force",Mold Breaker,None,Sheer Force,4,
Shieldon,,30,42,118,30,42,88,350,"Rock, Steel",Rock,Steel,"Sturdy, None, Soundproof",Sturdy,None,Soundproof,4,Bastiodon (30)
Bastiodon,,60,52,168,30,47,138,495,"Rock, Steel",Rock,Steel,"Sturdy, None, Soundproof",Sturdy,None,Soundproof,4,
Burmy,Plant,40,29,45,36,29,45,224,Bug,Bug,,"Shed Skin, None, Overcoat",Shed Skin,None,Overcoat,4,"Wormadam Plant, Mothim Plant"
Burmy,Sandy,40,29,45,36,29,45,224,Bug,Bug,,"Shed Skin, None, Overcoat",Shed Skin,None,Overcoat,4,"Wormadam Sandy, Mothim Sandy"
Burmy,Trash,40,29,45,36,29,45,224,Bug,Bug,,"Shed Skin, None, Overcoat",Shed Skin,None,Overcoat,4,"Wormadam Trash, Mothim Trash"
Wormadam,Plant,60,59,85,36,79,105,424,"Bug, Grass",Bug,Grass,"Anticipation, None, Overcoat",Anticipation,None,Overcoat,4,
Wormadam,Sandy,60,79,105,36,59,85,424,"Bug, Ground",Bug,Ground,"Anticipation, None, Overcoat",Anticipation,None,Overcoat,4,
Wormadam,Trash,60,69,95,36,69,95,424,"Bug, Steel",Bug,Steel,"Anticipation, None, Overcoat",Anticipation,None,Overcoat,4,
Combee,,30,30,42,70,30,42,244,"Bug, Flying",Bug,Flying,"Honey Gather, None, Hustle",Honey Gather,None,Hustle,4,Vespiquen
Vespiquen,,70,80,102,40,80,102,474,"Bug, Flying",Bug,Flying,"Pressure, None, Unnerve",Pressure,None,Unnerve,4,
Pachirisu,,60,45,70,95,45,90,405,Electric,Electric,,"Run Away, Pickup, Volt Absorb",Run Away,Pickup,Volt Absorb,4,
Buizel,,55,65,35,85,60,30,330,Water,Water,,"Swift Swim, None, Water Veil",Swift Swim,None,Water Veil,4,Floatzel (26)
Floatzel,,85,105,55,115,85,50,495,Water,Water,,"Swift Swim, None, Water Veil",Swift Swim,None,Water Veil,4,
Cherubi,,45,35,45,35,62,53,275,Grass,Grass,,"Chlorophyll, None, None",Chlorophyll,None,None,4,Cherrim Overcast (25)
Cherrim,Overcast,70,60,70,85,87,78,450,Grass,Grass,,"Flower Gift, None, None",Flower Gift,None,None,4,
Cherrim,Sunshine,70,60,70,85,87,78,450,Grass,Grass,,"Flower Gift, None, None",Flower Gift,None,None,4,
Shellos,West,76,48,48,34,57,62,325,Water,Water,,"Sticky Hold, Storm Drain, Sand Force",Sticky Hold,Storm Drain,Sand Force,4,Gastrodon West (30)
Shellos,East,76,48,48,34,57,62,325,Water,Water,,"Sticky Hold, Storm Drain, Sand Force",Sticky Hold,Storm Drain,Sand Force,4,Gastrodon East (30)
Gastrodon,West,111,83,68,39,92,82,475,"Water, Ground",Water,Ground,"Sticky Hold, Storm Drain, Sand Force",Sticky Hold,Storm Drain,Sand Force,4,
Gastrodon,East,111,83,68,39,92,82,475,"Water, Ground",Water,Ground,"Sticky Hold, Storm Drain, Sand Force",Sticky Hold,Storm Drain,Sand Force,4,
Drifloon,,90,50,34,70,60,44,348,"Ghost, Flying",Ghost,Flying,"Aftermath, Unburden, Flare Boost",Aftermath,Unburden,Flare Boost,4,Drifblim (28)
Drifblim,,150,80,44,80,90,54,498,"Ghost, Flying",Ghost,Flying,"Aftermath, Unburden, Flare Boost",Aftermath,Unburden,Flare Boost,4,
Buneary,,55,66,44,85,44,56,350,Normal,Normal,,"Run Away, Klutz, Limber",Run Away,Klutz,Limber,4,Lopunny (Happiness)
Lopunny,,65,76,84,105,54,96,480,Normal,Normal,,"Cute Charm, Klutz, Limber",Cute Charm,Klutz,Limber,4,
Lopunny,Mega,65,136,94,135,54,96,580,"Normal, Fighting",Normal,Fighting,"Scrappy, Scrappy, Scrappy",Scrappy,Scrappy,Scrappy,4,
Glameow,,49,55,42,85,42,37,310,Normal,Normal,,"Limber, Own Tempo, Keen Eye",Limber,Own Tempo,Keen Eye,4,Purugly (38)
Purugly,,71,82,64,112,64,59,452,Normal,Normal,,"Thick Fat, Own Tempo, Defiant",Thick Fat,Own Tempo,Defiant,4,
Stunky,,63,63,47,74,41,41,329,"Poison, Dark",Poison,Dark,"Stench, Aftermath, Keen Eye",Stench,Aftermath,Keen Eye,4,Skuntank (34)
Skuntank,,103,93,67,84,71,61,479,"Poison, Dark",Poison,Dark,"Stench, Aftermath, Keen Eye",Stench,Aftermath,Keen Eye,4,
Bronzor,,57,24,86,23,24,86,300,"Steel, Psychic",Steel,Psychic,"Levitate, Heatproof, Heavy Metal",Levitate,Heatproof,Heavy Metal,4,Bronzong (33)
Bronzong,,67,89,116,33,79,116,500,"Steel, Psychic",Steel,Psychic,"Levitate, Heatproof, Heavy Metal",Levitate,Heatproof,Heavy Metal,4,
Chatot,,76,65,45,91,92,42,411,"Normal, Flying",Normal,Flying,"Keen Eye, Tangled Feet, Big Pecks",Keen Eye,Tangled Feet,Big Pecks,4,
Spiritomb,,50,92,108,35,92,108,485,"Ghost, Dark",Ghost,Dark,"Pressure, None, Infiltrator",Pressure,None,Infiltrator,4,
Gible,,58,70,45,42,40,45,300,"Dragon, Ground",Dragon,Ground,"Sand Veil, None, Rough Skin",Sand Veil,None,Rough Skin,4,Gabite (24)
Gabite,,68,90,65,82,50,55,410,"Dragon, Ground",Dragon,Ground,"Sand Veil, None, Rough Skin",Sand Veil,None,Rough Skin,4,Garchomp (48)
Garchomp,,108,130,95,102,80,85,600,"Dragon, Ground",Dragon,Ground,"Sand Veil, None, Rough Skin",Sand Veil,None,Rough Skin,4,
Garchomp,Mega,108,170,115,92,120,95,700,"Dragon, Ground",Dragon,Ground,"Sand Force, Sand Force, Sand Force",Sand Force,Sand Force,Sand Force,4,
Riolu,,40,70,40,60,35,40,285,Fighting,Fighting,,"Steadfast, Inner Focus, Prankster",Steadfast,Inner Focus,Prankster,4,Lucario (Happiness)
Lucario,,70,110,70,90,115,70,525,"Fighting, Steel",Fighting,Steel,"Steadfast, Inner Focus, Justified",Steadfast,Inner Focus,Justified,4,
Lucario,Mega,70,145,88,112,140,70,625,"Fighting, Steel",Fighting,Steel,"Adaptability, Adaptability, Adaptability",Adaptability,Adaptability,Adaptability,4,
Hippopotas,,68,72,78,32,38,42,330,Ground,Ground,,"Sand Stream, None, Sand Force",Sand Stream,None,Sand Force,4,Hippowdon (34)
Hippowdon,,108,112,118,47,68,72,525,Ground,Ground,,"Sand Stream, None, Sand Force",Sand Stream,None,Sand Force,4,
Skorupi,,40,50,90,65,30,55,330,"Poison, Bug",Poison,Bug,"Battle Armor, Sniper, Keen Eye",Battle Armor,Sniper,Keen Eye,4,Drapion (40)
Drapion,,70,90,110,95,60,75,500,"Poison, Dark",Poison,Dark,"Battle Armor, Sniper, Keen Eye",Battle Armor,Sniper,Keen Eye,4,
Croagunk,,48,61,40,50,61,40,300,"Poison, Fighting",Poison,Fighting,"Anticipation, Dry Skin, Poison Touch",Anticipation,Dry Skin,Poison Touch,4,Toxicroak (37)
Toxicroak,,83,106,65,85,86,65,490,"Poison, Fighting",Poison,Fighting,"Anticipation, Dry Skin, Poison Touch",Anticipation,Dry Skin,Poison Touch,4,
Carnivine,,74,100,72,46,90,72,454,Grass,Grass,,"Levitate, None, None",Levitate,None,None,4,
Finneon,,49,49,56,66,49,61,330,Water,Water,,"Swift Swim, Storm Drain, Water Veil",Swift Swim,Storm Drain,Water Veil,4,Lumineon (31)
Lumineon,,69,69,76,91,69,86,460,Water,Water,,"Swift Swim, Storm Drain, Water Veil",Swift Swim,Storm Drain,Water Veil,4,
Snover,,60,62,50,40,62,60,334,"Grass, Ice",Grass,Ice,"Snow Warning, None, Soundproof",Snow Warning,None,Soundproof,4,Abomasnow (40)
Abomasnow,,90,92,75,60,92,85,494,"Grass, Ice",Grass,Ice,"Snow Warning, None, Soundproof",Snow Warning,None,Soundproof,4,
Abomasnow,Mega,90,132,105,30,132,105,594,"Grass, Ice",Grass,Ice,"Snow Warning, Snow Warning, Snow Warning",Snow Warning,Snow Warning,Snow Warning,4,
Rotom,,50,50,77,91,95,77,440,"Electric, Ghost",Electric,Ghost,"Levitate, None, None",Levitate,None,None,4,
Rotom,Heat,50,65,107,86,105,107,520,"Electric, Fire",Electric,Fire,"Levitate, None, None",Levitate,None,None,4,
Rotom,Wash,50,65,107,86,105,107,520,"Electric, Water",Electric,Water,"Levitate, None, None",Levitate,None,None,4,
Rotom,Frost,50,65,107,86,105,107,520,"Electric, Ice",Electric,Ice,"Levitate, None, None",Levitate,None,None,4,
Rotom,Fan,50,65,107,86,105,107,520,"Electric, Flying",Electric,Flying,"Levitate, None, None",Levitate,None,None,4,
Rotom,Mow,50,65,107,86,105,107,520,"Electric, Grass",Electric,Grass,"Levitate, None, None",Levitate,None,None,4,
Uxie,,75,75,130,95,75,130,580,Psychic,Psychic,,"Levitate, None, None",Levitate,None,None,4,
Mesprit,,80,105,105,80,105,105,580,Psychic,Psychic,,"Levitate, None, None",Levitate,None,None,4,
Azelf,,75,125,70,115,125,70,580,Psychic,Psychic,,"Levitate, None, None",Levitate,None,None,4,
Dialga,,100,120,120,90,150,100,680,"Steel, Dragon",Steel,Dragon,"Pressure, None, Telepathy",Pressure,None,Telepathy,4,
Dialga,Origin,100,100,120,90,150,120,680,"Steel, Dragon",Steel,Dragon,"Pressure, None, Telepathy",Pressure,None,Telepathy,4,
Palkia,,90,120,100,100,150,120,680,"Water, Dragon",Water,Dragon,"Pressure, None, Telepathy",Pressure,None,Telepathy,4,
Palkia,Origin,90,100,100,120,150,120,680,"Water, Dragon",Water,Dragon,"Pressure, None, Telepathy",Pressure,None,Telepathy,4,
Heatran,,91,90,106,77,130,106,600,"Fire, Steel",Fire,Steel,"Flash Fire, None, Flame Body",Flash Fire,None,Flame Body,4,
Regigigas,,110,160,110,100,80,110,670,Normal,Normal,,"Slow Start, None, None",Slow Start,None,None,4,
Giratina,Altered,150,100,120,90,100,120,680,"Ghost, Dragon",Ghost,Dragon,"Pressure, None, Telepathy",Pressure,None,Telepathy,4,
Giratina,Origin,150,120,100,90,120,100,680,"Ghost, Dragon",Ghost,Dragon,"Levitate, None, None",Levitate,None,None,4,
Cresselia,,120,70,110,85,75,120,580,Psychic,Psychic,,"Levitate, None, None",Levitate,None,None,4,
Phione,,80,80,80,80,80,80,480,Water,Water,,"Hydration, None, None",Hydration,None,None,4,
Manaphy,,100,100,100,100,100,100,600,Water,Water,,"Hydration, None, None",Hydration,None,None,4,
Darkrai,,70,90,90,125,135,90,600,Dark,Dark,,"Bad Dreams, None, None",Bad Dreams,None,None,4,
Shaymin,Land,100,100,100,100,100,100,600,Grass,Grass,,"Natural Cure, None, None",Natural Cure,None,None,4,
Shaymin,Sky,100,103,75,127,120,75,600,"Grass, Flying",Grass,Flying,"Serene Grace, None, None",Serene Grace,None,None,4,
Victini,,100,100,100,100,100,100,600,"Psychic, Fire",Psychic,Fire,"Victory Star, None, None",Victory Star,None,None,5,
Snivy,,45,45,55,63,45,55,308,Grass,Grass,,"Overgrow, None, Contrary",Overgrow,None,Contrary,5,Servine (17)
Servine,,60,60,75,83,60,75,413,Grass,Grass,,"Overgrow, None, Contrary",Overgrow,None,Contrary,5,Serperior (36)
Serperior,,75,75,95,113,75,95,528,Grass,Grass,,"Overgrow, None, Contrary",Overgrow,None,Contrary,5,
Tepig,,65,63,45,45,45,45,308,Fire,Fire,,"Blaze, None, Thick Fat",Blaze,None,Thick Fat,5,Pignite (17)
Pignite,,90,93,55,55,70,55,418,"Fire, Fighting",Fire,Fighting,"Blaze, None, Thick Fat",Blaze,None,Thick Fat,5,Emboar (36)
Emboar,,110,123,65,65,100,65,528,"Fire, Fighting",Fire,Fighting,"Blaze, None, Reckless",Blaze,None,Reckless,5,
Oshawott,,55,55,45,45,63,45,308,Water,Water,,"Torrent, None, Shell Armor",Torrent,None,Shell Armor,5,Dewott (17)
Dewott,,75,75,60,60,83,60,413,Water,Water,,"Torrent, None, Shell Armor",Torrent,None,Shell Armor,5,Samurott (36)
Samurott,,95,100,85,70,108,70,528,Water,Water,,"Torrent, None, Shell Armor",Torrent,None,Shell Armor,5,
Samurott,Hisui,90,108,80,85,100,65,528,"Water, Dark",Water,Dark,"Torrent, None, Sharpness",Torrent,None,Sharpness,5,
Patrat,,45,55,39,42,35,39,255,Normal,Normal,,"Run Away, Keen Eye, Analytic",Run Away,Keen Eye,Analytic,5,Watchog (20)
Watchog,,60,85,69,77,60,69,420,Normal,Normal,,"Illuminate, Keen Eye, Analytic",Illuminate,Keen Eye,Analytic,5,
Lillipup,,45,60,45,55,25,45,275,Normal,Normal,,"Vital Spirit, Pickup, Run Away",Vital Spirit,Pickup,Run Away,5,Herdier (16)
Herdier,,65,80,65,60,35,65,370,Normal,Normal,,"Intimidate, Sand Rush, Scrappy",Intimidate,Sand Rush,Scrappy,5,Stoutland (32)
Stoutland,,85,110,90,80,45,90,500,Normal,Normal,,"Intimidate, Sand Rush, Scrappy",Intimidate,Sand Rush,Scrappy,5,
Purrloin,,41,50,37,66,50,37,281,Dark,Dark,,"Limber, Unburden, Prankster",Limber,Unburden,Prankster,5,Liepard (20)
Liepard,,64,88,50,106,88,50,446,Dark,Dark,,"Limber, Unburden, Prankster",Limber,Unburden,Prankster,5,
Pansage,,50,53,48,64,53,48,316,Grass,Grass,,"Gluttony, None, Overgrow",Gluttony,None,Overgrow,5,Simisage (Leaf Stone)
Simisage,,75,98,63,101,98,63,498,Grass,Grass,,"Gluttony, None, Overgrow",Gluttony,None,Overgrow,5,
Pansear,,50,53,48,64,53,48,316,Fire,Fire,,"Gluttony, None, Blaze",Gluttony,None,Blaze,5,Simisear (Fire Stone)
Simisear,,75,98,63,101,98,63,498,Fire,Fire,,"Gluttony, None, Blaze",Gluttony,None,Blaze,5,
Panpour,,50,53,48,64,53,48,316,Water,Water,,"Gluttony, None, Torrent",Gluttony,None,Torrent,5,Simipour (Water Stone)
Simipour,,75,98,63,101,98,63,498,Water,Water,,"Gluttony, None, Torrent",Gluttony,None,Torrent,5,
Munna,,76,25,45,24,67,55,292,Psychic,Psychic,,"Forewarn, Synchronize, Telepathy",Forewarn,Synchronize,Telepathy,5,Musharna (Moon Stone)
Musharna,,116,55,85,29,107,95,487,Psychic,Psychic,,"Forewarn, Synchronize, Telepathy",Forewarn,Synchronize,Telepathy,5,
Pidove,,50,55,50,43,36,30,264,"Normal, Flying",Normal,Flying,"Big Pecks, Super Luck, Rivalry",Big Pecks,Super Luck,Rivalry,5,Tranquill (21)
Tranquill,,62,77,62,65,50,42,358,"Normal, Flying",Normal,Flying,"Big Pecks, Super Luck, Rivalry",Big Pecks,Super Luck,Rivalry,5,Unfezant (32)
Unfezant,,80,115,80,93,65,55,488,"Normal, Flying",Normal,Flying,"Big Pecks, Super Luck, Rivalry",Big Pecks,Super Luck,Rivalry,5,
Blitzle,,45,60,32,76,50,32,295,Electric,Electric,,"Lightning Rod, Motor Drive, Sap Sipper",Lightning Rod,Motor Drive,Sap Sipper,5,Zebstrika (27)
Zebstrika,,75,100,63,116,80,63,497,Electric,Electric,,"Lightning Rod, Motor Drive, Sap Sipper",Lightning Rod,Motor Drive,Sap Sipper,5,
Roggenrola,,55,75,85,15,25,25,280,Rock,Rock,,"Sturdy, Weak Armor, Sand Force",Sturdy,Weak Armor,Sand Force,5,Boldore (25)
Boldore,,70,105,105,20,50,40,390,Rock,Rock,,"Sturdy, Weak Armor, Sand Force",Sturdy,Weak Armor,Sand Force,5,"Gigalith (Trade), Gigalith (Linking Cord)"
Gigalith,,85,135,130,25,60,80,515,Rock,Rock,,"Sturdy, Sand Stream, Sand Force",Sturdy,Sand Stream,Sand Force,5,
Woobat,,65,45,43,72,55,43,323,"Psychic, Flying",Psychic,Flying,"Unaware, Klutz, Simple",Unaware,Klutz,Simple,5,Swoobat (Happiness)
Swoobat,,67,57,55,114,77,55,425,"Psychic, Flying",Psychic,Flying,"Unaware, Klutz, Simple",Unaware,Klutz,Simple,5,
Drilbur,,60,85,40,68,30,45,328,Ground,Ground,,"Sand Rush, Sand Force, Mold Breaker",Sand Rush,Sand Force,Mold Breaker,5,Excadrill (31)
Excadrill,,110,135,60,88,50,65,508,"Ground, Steel",Ground,Steel,"Sand Rush, Sand Force, Mold Breaker",Sand Rush,Sand Force,Mold Breaker,5,
Audino,,103,60,86,50,60,86,445,Normal,Normal,,"Healer, Regenerator, Klutz",Healer,Regenerator,Klutz,5,
Audino,Mega,103,60,126,50,80,126,545,"Normal, Fairy",Normal,Fairy,"Healer, Healer, Healer",Healer,Healer,Healer,5,
Timburr,,75,80,55,35,25,35,305,Fighting,Fighting,,"Guts, Sheer Force, Iron Fist",Guts,Sheer Force,Iron Fist,5,Gurdurr (25)
Gurdurr,,85,105,85,40,40,50,405,Fighting,Fighting,,"Guts, Sheer Force, Iron Fist",Guts,Sheer Force,Iron Fist,5,"Conkeldurr (Trade), Conkeldurr (Linking Cord)"
Conkeldurr,,105,140,95,45,55,65,505,Fighting,Fighting,,"Guts, Sheer Force, Iron Fist",Guts,Sheer Force,Iron Fist,5,
Tympole,,50,50,40,64,50,40,294,Water,Water,,"Swift Swim, Hydration, Water Absorb",Swift Swim,Hydration,Water Absorb,5,Palpitoad (25)
Palpitoad,,75,65,55,69,65,55,384,"Water, Ground",Water,Ground,"Swift Swim, Hydration, Water Absorb",Swift Swim,Hydration,Water Absorb,5,Seismitoad (36)
Seismitoad,,105,95,75,74,85,75,509,"Water, Ground",Water,Ground,"Swift Swim, Poison Touch, Water Absorb",Swift Swim,Poison Touch,Water Absorb,5,
Throh,,120,100,85,45,30,85,465,Fighting,Fighting,,"Guts, Inner Focus, Mold Breaker",Guts,Inner Focus,Mold Breaker,5,
Sawk,,75,125,75,85,30,75,465,Fighting,Fighting,,"Sturdy, Inner Focus, Mold Breaker",Sturdy,Inner Focus,Mold Breaker,5,
Sewaddle,,45,53,70,42,40,60,310,"Bug, Grass",Bug,Grass,"Swarm, Chlorophyll, Overcoat",Swarm,Chlorophyll,Overcoat,5,Swadloon (20)
Swadloon,,55,63,90,42,50,80,380,"Bug, Grass",Bug,Grass,"Leaf Guard, Chlorophyll, Overcoat",Leaf Guard,Chlorophyll,Overcoat,5,Leavanny (Happiness)
Leavanny,,75,103,80,92,70,80,500,"Bug, Grass",Bug,Grass,"Swarm, Chlorophyll, Overcoat",Swarm,Chlorophyll,Overcoat,5,
Venipede,,30,45,59,57,30,39,260,"Bug, Poison",Bug,Poison,"Poison Point, Swarm, Speed Boost",Poison Point,Swarm,Speed Boost,5,Whirlipede (22)
Whirlipede,,40,55,99,47,40,79,360,"Bug, Poison",Bug,Poison,"Poison Point, Swarm, Speed Boost",Poison Point,Swarm,Speed Boost,5,Scolipede (30)
Scolipede,,60,100,89,112,55,69,485,"Bug, Poison",Bug,Poison,"Poison Point, Swarm, Speed Boost",Poison Point,Swarm,Speed Boost,5,
Cottonee,,40,27,60,66,37,50,280,,,,"Prankster, Infiltrator, Chlorophyll",Prankster,Infiltrator,Chlorophyll,5,Whimsicott (Sun Stone)
Whimsicott,,60,67,85,116,77,75,480,,,,"Prankster, Infiltrator, Chlorophyll",Prankster,Infiltrator,Chlorophyll,5,
Petilil,,45,35,50,30,70,50,280,Grass,Grass,,"Chlorophyll, Own Tempo, Leaf Guard",Chlorophyll,Own Tempo,Leaf Guard,5,Lilligant (Sun Stone)
Lilligant,,70,60,75,90,110,75,480,Grass,Grass,,"Chlorophyll, Own Tempo, Leaf Guard",Chlorophyll,Own Tempo,Leaf Guard,5,
Lilligant,Hisui,70,105,75,105,50,75,480,"Grass, Fighting",Grass,Fighting,"Chlorophyll, Hustle, Leaf Guard",Chlorophyll,Hustle,Leaf Guard,5,
Basculin,Red Striped,70,92,65,98,80,55,460,Water,Water,,"Reckless, Adaptability, Mold Breaker",Reckless,Adaptability,Mold Breaker,5,
Basculin,Blue Striped,70,92,65,98,80,55,460,Water,Water,,"Rock Head, Adaptability, Mold Breaker",Rock Head,Adaptability,Mold Breaker,5,
Basculin,White Striped,70,92,65,98,80,55,460,Water,Water,,"Rattled, Adaptability, Mold Breaker",Rattled,Adaptability,Mold Breaker,5,"Basculegion M, Basculegion F"
Basculegion,M,120,112,65,78,80,75,530,"Water, Ghost",Water,Ghost,"Swift Swim, Adaptability, Mold Breaker",Swift Swim,Adaptability,Mold Breaker,5,
Basculegion,F,120,92,65,78,100,75,530,"Water, Ghost",Water,Ghost,"Swift Swim, Adaptability, Mold Breaker",Swift Swim,Adaptability,Mold Breaker,5,
Sandile,,50,72,35,65,35,35,292,"Ground, Dark",Ground,Dark,"Intimidate, Moxie, Anger Point",Intimidate,Moxie,Anger Point,5,Krokorok (29)
Krokorok,,60,82,45,74,45,45,351,"Ground, Dark",Ground,Dark,"Intimidate, Moxie, Anger Point",Intimidate,Moxie,Anger Point,5,Krookodile (40)
Krookodile,,95,117,80,92,65,70,519,"Ground, Dark",Ground,Dark,"Intimidate, Moxie, Anger Point",Intimidate,Moxie,Anger Point,5,
Darumaka,,70,90,45,50,15,45,315,Fire,Fire,,"Hustle, None, Inner Focus",Hustle,None,Inner Focus,5,Darmanitan Standard (35)
Darmanitan,Standard,105,140,55,95,30,55,480,Fire,Fire,,"Sheer Force, None, Zen Mode",Sheer Force,None,Zen Mode,5,
Darmanitan,Zen,105,30,105,55,140,105,540,"Fire, Psychic",Fire,Psychic,"Sheer Force, None, Zen Mode",Sheer Force,None,Zen Mode,5,
Darumaka,Galar,70,90,45,50,15,45,315,Ice,Ice,,"Hustle, None, Inner Focus",Hustle,None,Inner Focus,5,Darmanitan Galar Standard (Ice Stone)
Darmanitan,Galar Standard,105,140,55,95,30,55,480,Ice,Ice,,"Gorilla Tactics, None, Zen Mode",Gorilla Tactics,None,Zen Mode,5,
Darmanitan,Galar Zen,105,160,55,135,30,55,540,"Ice, Fire",Ice,Fire,"Gorilla Tactics, None, Zen Mode",Gorilla Tactics,None,Zen Mode,5,
Maractus,,75,86,67,60,106,67,461,Grass,Grass,,"Water Absorb, Chlorophyll, Storm Drain",Water Absorb,Chlorophyll,Storm Drain,5,
Dwebble,,50,65,85,55,35,35,325,"Bug, Rock",Bug,Rock,"Sturdy, Shell Armor, Weak Armor",Sturdy,Shell Armor,Weak Armor,5,Crustle (34)
Crustle,,70,105,125,45,65,75,485,"Bug, Rock",Bug,Rock,"Sturdy, Shell Armor, Weak Armor",Sturdy,Shell Armor,Weak Armor,5,
Scraggy,,50,75,70,48,35,70,348,"Dark, Fighting",Dark,Fighting,"Shed Skin, Moxie, Intimidate",Shed Skin,Moxie,Intimidate,5,Scrafty (39)
